Assigned,Assigned
No,No
Resources,Resources
Role,Role
"Roles Resources","Roles Resources"
"User Role","User Role"
"Vendor Role","Vendor Role"
"Vendor User","Vendor User"
Vendors,Vendors
Yes,Yes
