"All Vendors","All Vendors"
"Is Vendor","Is Vendor"
"Please confirm vendor switching. All data that hasn't been saved will be lost.","Please confirm vendor switching. All data that hasn't been saved will be lost."
Vendor,Vendor
Vendor:,Vendor:
